Date ,Hour,Time block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh),Weighted MCP (Rs/MWh)
02-10-2021,18,17:00 - 17:15,15530.50,11611.10,11239.08,11239.08,10520.40,10520.40
02-10-2021,18,17:15 - 17:30,15438.50,11249.60,11080.08,11080.08,10520.37,10520.37
02-10-2021,18,17:30 - 17:45,15706.80,11064.60,11028.79,11028.79,14520.64,14520.64
02-10-2021,18,17:45 - 18:00,15729.50,10484.50,10455.32,10455.32,19002.69,19002.69
02-10-2021,19,18:00 - 18:15,14518.10,10113.60,10113.60,10113.60,19998.30,19998.30
02-10-2021,19,18:15 - 18:30,15134.10,9570.90,9570.90,9570.90,19999.31,19999.31
02-10-2021,19,18:30 - 18:45,16258.20,9631.50,9631.50,9631.50,19999.43,19999.43
02-10-2021,19,18:45 - 19:00,16624.50,9590.80,9590.80,9590.80,19999.46,19999.46
02-10-2021,20,19:00 - 19:15,16823.20,9721.20,9721.20,9721.20,19999.35,19999.35
02-10-2021,20,19:15 - 19:30,17219.60,9779.20,9779.20,9779.20,19999.35,19999.35
02-10-2021,20,19:30 - 19:45,16862.30,9864.80,9864.80,9864.80,19999.18,19999.18
02-10-2021,20,19:45 - 20:00,16304.40,9937.70,9937.70,9937.70,19999.02,19999.02
02-10-2021,21,20:00 - 20:15,15670.90,10061.40,9778.82,9778.82,14999.01,14999.01
02-10-2021,21,20:15 - 20:30,15414.70,10364.70,9821.00,9821.00,8100.92,8100.92
02-10-2021,21,20:30 - 20:45,15428.20,10637.90,9990.80,9990.80,7999.02,7999.02
02-10-2021,21,20:45 - 21:00,15398.50,10871.20,10210.67,10210.67,6999.90,6999.90
02-10-2021,22,21:00 - 21:15,15136.60,11096.20,10213.46,10213.46,6999.80,6999.80
02-10-2021,22,21:15 - 21:30,15139.60,11208.60,10281.76,10281.76,6999.71,6999.71
02-10-2021,22,21:30 - 21:45,15371.40,11230.90,10264.57,10264.57,6999.91,6999.91
02-10-2021,22,21:45 - 22:00,15528.50,11266.50,10312.50,10312.50,7999.06,7999.06
02-10-2021,23,22:00 - 22:15,15197.40,10870.10,10276.90,10276.90,9789.07,9789.07
02-10-2021,23,22:15 - 22:30,15107.10,10914.00,10251.60,10251.60,7999.43,7999.43
02-10-2021,23,22:30 - 22:45,15038.50,11057.50,10339.57,10339.57,6999.82,6999.82
02-10-2021,23,22:45 - 23:00,14766.50,10993.60,10275.67,10275.67,6999.71,6999.71
02-10-2021,24,23:00 - 23:15,15275.10,10980.80,10442.40,10442.40,9789.70,9789.70
02-10-2021,24,23:15 - 23:30,14863.80,10805.70,10131.50,10131.50,7999.40,7999.40
02-10-2021,24,23:30 - 23:45,14657.10,10840.90,10077.97,10077.97,6999.91,6999.91
02-10-2021,24,23:45 - 24:00,14324.80,10781.70,10018.77,10018.77,6999.57,6999.57
03-10-2021,1,00:00 - 00:15,15434.20,9821.00,9575.40,9575.40,11600.27,11600.27
03-10-2021,1,00:15 - 00:30,15234.10,9804.10,9558.50,9558.50,11600.24,11600.24
03-10-2021,1,00:30 - 00:45,14789.00,9861.60,9616.00,9616.00,11600.08,11600.08
03-10-2021,1,00:45 - 01:00,14615.30,9758.20,9512.60,9512.60,11600.04,11600.04
03-10-2021,2,01:00 - 01:15,14708.40,9607.70,9322.10,9322.10,11600.12,11600.12
03-10-2021,2,01:15 - 01:30,14154.50,9535.30,9249.70,9249.70,11444.19,11444.19
03-10-2021,2,01:30 - 01:45,14225.30,9574.30,9268.70,9268.70,10520.99,10520.99
03-10-2021,2,01:45 - 02:00,14062.70,9510.70,9205.10,9205.10,10520.98,10520.98
03-10-2021,3,02:00 - 02:15,13958.80,9351.60,9056.00,9056.00,10520.92,10520.92
03-10-2021,3,02:15 - 02:30,13561.70,9381.60,9086.00,9086.00,10520.71,10520.71
03-10-2021,3,02:30 - 02:45,13236.40,9377.60,9082.00,9082.00,10520.67,10520.67
03-10-2021,3,02:45 - 03:00,12922.50,9581.60,9286.00,9286.00,10520.39,10520.39
03-10-2021,4,03:00 - 03:15,12754.20,9624.70,9382.40,9382.40,10520.17,10520.17
03-10-2021,4,03:15 - 03:30,12456.50,9677.40,9419.28,9419.28,9789.83,9789.83
03-10-2021,4,03:30 - 03:45,12423.80,9618.40,9283.10,9283.10,8449.66,8449.66
03-10-2021,4,03:45 - 04:00,11940.70,9827.40,8979.20,8979.20,5343.41,5343.41
03-10-2021,5,04:00 - 04:15,12003.20,10348.50,9011.07,9011.07,5021.15,5021.15
03-10-2021,5,04:15 - 04:30,11898.20,10041.50,8936.20,8936.20,5343.21,5343.21
03-10-2021,5,04:30 - 04:45,11877.00,9844.50,8915.00,8915.00,5343.88,5343.88
03-10-2021,5,04:45 - 05:00,12261.00,9664.60,9124.80,9124.80,8000.93,8000.93
03-10-2021,6,05:00 - 05:15,12776.50,9701.60,9324.60,9324.60,10520.05,10520.05
03-10-2021,6,05:15 - 05:30,13072.30,10036.60,9595.30,9595.30,9789.31,9789.31
03-10-2021,6,05:30 - 05:45,13277.10,10584.50,9794.40,9794.40,5989.58,5989.58
03-10-2021,6,05:45 - 06:00,13479.50,11201.50,9996.80,9996.80,5922.06,5922.06
03-10-2021,7,06:00 - 06:15,13359.70,11435.10,9907.70,9907.70,5343.64,5343.64
03-10-2021,7,06:15 - 06:30,14114.30,11737.00,10502.20,10502.20,5999.68,5999.68
03-10-2021,7,06:30 - 06:45,14563.40,12173.00,10651.20,10651.20,5999.43,5999.43
03-10-2021,7,06:45 - 07:00,14485.10,12761.00,10573.00,10573.00,5343.98,5343.98
03-10-2021,8,07:00 - 07:15,14078.60,12720.20,10355.50,10355.50,5922.17,5922.17
03-10-2021,8,07:15 - 07:30,13768.50,12747.40,10106.10,10106.10,5343.47,5343.47
03-10-2021,8,07:30 - 07:45,13065.80,13170.50,9740.20,9740.20,3989.99,3989.99
03-10-2021,8,07:45 - 08:00,12564.60,13211.50,9461.80,9461.80,3739.29,3739.29
03-10-2021,9,08:00 - 08:15,12600.80,13232.80,9711.50,9711.50,4000.40,4000.40
03-10-2021,9,08:15 - 08:30,12237.20,13516.70,9697.10,9697.10,3759.20,3759.20
03-10-2021,9,08:30 - 08:45,12116.50,13161.10,9460.80,9460.80,3850.44,3850.44
03-10-2021,9,08:45 - 09:00,12121.10,13736.00,9683.40,9683.40,3717.98,3717.98
03-10-2021,10,09:00 - 09:15,11850.70,14014.60,9558.50,9558.50,3410.12,3410.12
03-10-2021,10,09:15 - 09:30,11844.60,14280.30,9552.60,9552.60,3410.61,3410.61
03-10-2021,10,09:30 - 09:45,11631.70,13949.60,9339.70,9339.70,3410.68,3410.68
03-10-2021,10,09:45 - 10:00,11373.70,13888.50,9081.50,9081.50,3410.60,3410.60
03-10-2021,11,10:00 - 10:15,10707.00,13989.40,8541.40,8541.40,3149.86,3149.86
03-10-2021,11,10:15 - 10:30,10497.70,13789.80,8465.90,8465.90,3049.65,3049.65
03-10-2021,11,10:30 - 10:45,10402.60,14013.40,8370.20,8370.20,3049.22,3049.22
03-10-2021,11,10:45 - 11:00,10501.60,14116.60,8469.10,8469.10,3049.27,3049.27
03-10-2021,12,11:00 - 11:15,10464.20,14401.00,8427.30,8427.30,3005.04,3005.04
03-10-2021,12,11:15 - 11:30,10448.80,14793.90,8502.60,8502.60,2999.00,2999.00
03-10-2021,12,11:30 - 11:45,10540.80,14981.40,8596.70,8596.70,2980.91,2980.91
03-10-2021,12,11:45 - 12:00,10497.30,15085.30,8562.90,8562.90,2971.68,2971.68
03-10-2021,13,12:00 - 12:15,9327.50,15724.40,7599.80,7599.80,2844.53,2844.53
03-10-2021,13,12:15 - 12:30,9180.10,15998.60,7451.50,7451.50,2843.19,2843.19
03-10-2021,13,12:30 - 12:45,9172.10,15622.10,7443.80,7443.80,2844.18,2844.18
03-10-2021,13,12:45 - 13:00,9132.70,15474.00,7405.60,7405.60,2844.30,2844.30
03-10-2021,14,13:00 - 13:15,8914.00,15657.10,7184.60,7184.60,2843.43,2843.43
03-10-2021,14,13:15 - 13:30,8854.70,15955.50,7125.20,7125.20,2843.16,2843.16
03-10-2021,14,13:30 - 13:45,9434.40,15947.00,7712.70,7712.70,2845.25,2845.25
03-10-2021,14,13:45 - 14:00,9451.20,16195.70,7734.30,7734.30,2845.97,2845.97
03-10-2021,15,14:00 - 14:15,9743.30,15559.60,7994.40,7994.40,2846.76,2846.76
03-10-2021,15,14:15 - 14:30,9962.50,15077.20,8207.40,8207.40,2850.79,2850.79
03-10-2021,15,14:30 - 14:45,10371.30,14592.70,8360.70,8360.70,3147.10,3147.10
03-10-2021,15,14:45 - 15:00,10359.00,14715.80,8349.10,8349.10,3136.97,3136.97
03-10-2021,16,15:00 - 15:15,11285.60,13692.90,9058.60,9058.60,3410.68,3410.68
03-10-2021,16,15:15 - 15:30,11485.70,13570.80,9258.60,9258.60,3421.34,3421.34
03-10-2021,16,15:30 - 15:45,11659.90,13368.30,9431.70,9431.70,3421.64,3421.64
03-10-2021,16,15:45 - 16:00,11833.20,13634.80,9602.90,9602.90,3488.08,3488.08
03-10-2021,17,16:00 - 16:15,11795.20,13116.00,9095.80,9095.80,3600.15,3600.15
03-10-2021,17,16:15 - 16:30,12289.60,12929.10,9452.50,9452.50,3999.84,3999.84
03-10-2021,17,16:30 - 16:45,12524.40,12767.60,9611.70,9611.70,4989.33,4989.33
03-10-2021,17,16:45 - 17:00,12323.90,12648.70,9417.00,9417.00,4380.94,4380.94
03-10-2021,18,17:00 - 17:15,11890.10,12849.70,8853.30,8853.30,3699.50,3699.50
03-10-2021,18,17:15 - 17:30,11762.70,12499.50,8952.30,8952.30,3739.95,3739.95
03-10-2021,18,17:30 - 17:45,11870.80,12103.00,8833.79,8833.79,4299.57,4299.57
03-10-2021,18,17:45 - 18:00,12306.60,11349.10,9139.90,9139.90,5343.68,5343.68
03-10-2021,19,18:00 - 18:15,12212.70,11935.60,9274.59,9274.59,4000.56,4000.56
03-10-2021,19,18:15 - 18:30,13174.40,11097.50,9581.80,9581.80,5899.92,5899.92
03-10-2021,19,18:30 - 18:45,14007.20,10399.00,9993.50,9993.50,12271.96,12271.96
03-10-2021,19,18:45 - 19:00,14312.00,10160.70,10034.10,10034.10,16000.17,16000.17
03-10-2021,20,19:00 - 19:15,14848.00,10233.30,9786.30,9786.30,12000.69,12000.69
03-10-2021,20,19:15 - 19:30,14917.50,10347.00,9872.10,9872.10,9999.44,9999.44
03-10-2021,20,19:30 - 19:45,15018.20,10478.50,9758.50,9758.50,6999.94,6999.94
03-10-2021,20,19:45 - 20:00,14862.10,10736.00,10016.00,10016.00,6999.84,6999.84
03-10-2021,21,20:00 - 20:15,14390.80,10702.50,9921.90,9921.90,6999.69,6999.69
03-10-2021,21,20:15 - 20:30,14527.80,10586.50,9739.40,9739.40,6999.90,6999.90
03-10-2021,21,20:30 - 20:45,14655.40,10726.70,9829.60,9829.60,6999.99,6999.99
03-10-2021,21,20:45 - 21:00,14612.80,11009.80,10112.70,10112.70,6999.77,6999.77
03-10-2021,22,21:00 - 21:15,14534.90,11099.40,10040.70,10040.70,6999.77,6999.77
03-10-2021,22,21:15 - 21:30,14555.60,11181.10,10122.40,10122.40,6999.66,6999.66
03-10-2021,22,21:30 - 21:45,14700.50,11246.10,10187.40,10187.40,6999.81,6999.81
03-10-2021,22,21:45 - 22:00,14740.50,11276.60,10217.90,10217.90,6999.91,6999.91
03-10-2021,23,22:00 - 22:15,14803.20,11080.00,10377.10,10377.10,7999.28,7999.28
03-10-2021,23,22:15 - 22:30,15023.80,10931.80,10436.29,10436.29,9999.70,9999.70
03-10-2021,23,22:30 - 22:45,14960.30,10972.00,10433.30,10433.30,9989.79,9989.79
03-10-2021,23,22:45 - 23:00,14742.00,11140.50,10402.20,10402.20,7999.19,7999.19
03-10-2021,24,23:00 - 23:15,15479.00,11479.50,11017.50,11017.50,10000.77,10000.77
03-10-2021,24,23:15 - 23:30,15324.80,11506.10,11008.90,11008.90,9999.30,9999.30
03-10-2021,24,23:30 - 23:45,14832.40,11506.50,10728.40,10728.40,7999.00,7999.00
03-10-2021,24,23:45 - 24:00,14399.50,11498.40,10689.80,10689.80,6999.50,6999.50
04-10-2021,1,00:00 - 00:15,15131.40,9664.30,9554.40,9554.40,9999.14,9999.14
04-10-2021,1,00:15 - 00:30,14876.70,9689.40,9491.10,9491.10,9789.09,9789.09
04-10-2021,1,00:30 - 00:45,14867.30,9621.80,9449.53,9449.53,9789.37,9789.37
04-10-2021,1,00:45 - 01:00,14542.80,9657.80,9426.30,9426.30,6999.95,6999.95
04-10-2021,2,01:00 - 01:15,14601.60,9498.10,9369.60,9369.60,12000.50,12000.50
04-10-2021,2,01:15 - 01:30,14466.10,9520.90,9392.40,9392.40,12000.19,12000.19
04-10-2021,2,01:30 - 01:45,14639.70,9471.10,9344.20,9344.20,12989.04,12989.04
04-10-2021,2,01:45 - 02:00,14210.60,9458.40,9329.90,9329.90,12000.09,12000.09
04-10-2021,3,02:00 - 02:15,14500.70,9496.20,9322.34,9322.34,9999.23,9999.23
04-10-2021,3,02:15 - 02:30,14138.00,9619.30,9327.79,9327.79,8000.24,8000.24
04-10-2021,3,02:30 - 02:45,14069.90,9577.10,9279.60,9279.60,7777.06,7777.06
04-10-2021,3,02:45 - 03:00,13743.70,9604.10,9256.60,9256.60,6999.93,6999.93
04-10-2021,4,03:00 - 03:15,13486.80,9555.90,9260.90,9260.90,6999.74,6999.74
04-10-2021,4,03:15 - 03:30,13372.90,9621.20,9236.70,9236.70,6999.50,6999.50
04-10-2021,4,03:30 - 03:45,13195.50,9548.60,9147.00,9147.00,6999.69,6999.69
04-10-2021,4,03:45 - 04:00,12909.60,9565.60,8983.36,8983.36,6695.42,6695.42
04-10-2021,5,04:00 - 04:15,12653.40,9892.50,8742.50,8742.50,5021.79,5021.79
04-10-2021,5,04:15 - 04:30,12588.90,9692.50,8677.70,8677.70,5343.09,5343.09
04-10-2021,5,04:30 - 04:45,12814.00,9544.50,8804.30,8804.30,5999.28,5999.28
04-10-2021,5,04:45 - 05:00,13055.50,9403.50,9002.84,9002.84,8000.14,8000.14
04-10-2021,6,05:00 - 05:15,13850.10,9072.80,8926.20,8926.20,10520.33,10520.33
04-10-2021,6,05:15 - 05:30,14196.60,8809.00,8712.40,8712.40,10520.62,10520.62
04-10-2021,6,05:30 - 05:45,14404.50,9315.20,9218.60,9218.60,10520.31,10520.31
04-10-2021,6,05:45 - 06:00,14792.50,9821.20,9724.60,9724.60,10520.13,10520.13
04-10-2021,7,06:00 - 06:15,15666.60,10661.60,10409.30,10409.30,8520.07,8520.07
04-10-2021,7,06:15 - 06:30,16407.30,10930.80,10628.50,10628.50,8520.43,8520.43
04-10-2021,7,06:30 - 06:45,16844.30,11586.70,11223.40,11223.40,8520.14,8520.14
04-10-2021,7,06:45 - 07:00,16918.10,12167.00,11499.80,11499.80,6695.74,6695.74
04-10-2021,8,07:00 - 07:15,16736.10,12119.40,11314.00,11314.00,6695.45,6695.45
04-10-2021,8,07:15 - 07:30,16471.30,12171.70,11203.00,11203.00,6695.14,6695.14
04-10-2021,8,07:30 - 07:45,16376.80,11864.10,10952.20,10952.20,6695.21,6695.21
04-10-2021,8,07:45 - 08:00,15847.20,11264.00,10521.10,10521.10,6695.78,6695.78
04-10-2021,9,08:00 - 08:15,15510.40,10646.60,9655.30,9655.30,6520.64,6520.64
04-10-2021,9,08:15 - 08:30,15351.50,10659.30,9518.00,9518.00,6520.59,6520.59
04-10-2021,9,08:30 - 08:45,15026.20,10344.60,9203.30,9203.30,6520.47,6520.47
04-10-2021,9,08:45 - 09:00,14907.50,10078.10,8936.80,8936.80,6520.54,6520.54
04-10-2021,10,09:00 - 09:15,14635.60,10255.00,9117.30,9117.30,6520.35,6520.35
04-10-2021,10,09:15 - 09:30,14639.50,10476.30,9338.60,9338.60,6520.16,6520.16
04-10-2021,10,09:30 - 09:45,14419.50,10303.30,9108.20,9108.20,6520.06,6520.06
04-10-2021,10,09:45 - 10:00,14486.80,10189.80,8931.70,8931.70,6520.29,6520.29
04-10-2021,11,10:00 - 10:15,14335.70,10468.50,9143.80,9143.80,6520.13,6520.13
04-10-2021,11,10:15 - 10:30,14282.70,10815.80,9430.30,9430.30,5343.83,5343.83
04-10-2021,11,10:30 - 10:45,14281.50,10946.00,9508.80,9508.80,6000.35,6000.35
04-10-2021,11,10:45 - 11:00,14203.70,11035.20,9453.70,9453.70,5989.32,5989.32
04-10-2021,12,11:00 - 11:15,13874.40,11207.80,9383.60,9383.60,5089.38,5089.38
04-10-2021,12,11:15 - 11:30,13742.00,11187.30,9190.20,9190.20,5021.46,5021.46
04-10-2021,12,11:30 - 11:45,13744.20,11232.40,9186.60,9186.60,5021.64,5021.64
04-10-2021,12,11:45 - 12:00,13596.30,11260.30,9141.30,9141.30,5021.73,5021.73
04-10-2021,13,12:00 - 12:15,12829.50,11688.00,8968.80,8968.80,4783.30,4783.30
04-10-2021,13,12:15 - 12:30,12283.20,11797.20,8849.90,8849.90,3503.73,3503.73
04-10-2021,13,12:30 - 12:45,12548.20,11761.00,8841.80,8841.80,4709.55,4709.55
04-10-2021,13,12:45 - 13:00,12260.80,11593.60,8577.70,8577.70,4789.23,4789.23
04-10-2021,14,13:00 - 13:15,11891.90,11827.40,8681.10,8681.10,3500.64,3500.64
04-10-2021,14,13:15 - 13:30,11808.90,11716.60,8553.30,8553.30,3510.17,3510.17
04-10-2021,14,13:30 - 13:45,12585.50,11563.40,8814.10,8814.10,4989.75,4989.75
04-10-2021,14,13:45 - 14:00,12698.50,11641.90,8920.90,8920.90,4989.55,4989.55
04-10-2021,15,14:00 - 14:15,13567.70,11661.80,9028.90,9028.90,5021.16,5021.16
04-10-2021,15,14:15 - 14:30,14071.00,11263.50,9189.90,9189.90,5520.15,5520.15
04-10-2021,15,14:30 - 14:45,14838.30,11001.90,9146.70,9146.70,5520.58,5520.58
04-10-2021,15,14:45 - 15:00,15222.10,10679.50,9070.30,9070.30,6153.09,6153.09
04-10-2021,16,15:00 - 15:15,16128.80,10302.80,9403.80,9403.80,7137.12,7137.12
04-10-2021,16,15:15 - 15:30,16294.30,10383.70,9664.70,9664.70,7018.84,7018.84
04-10-2021,16,15:30 - 15:45,17012.40,10157.70,9456.20,9456.20,6889.07,6889.07
04-10-2021,16,15:45 - 16:00,17050.90,10468.10,9899.10,9899.10,7154.31,7154.31
04-10-2021,17,16:00 - 16:15,17097.80,9723.70,9298.70,9298.70,8000.70,8000.70
04-10-2021,17,16:15 - 16:30,17337.00,9577.50,9302.50,9302.50,8000.60,8000.60
04-10-2021,17,16:30 - 16:45,17660.10,9556.20,9251.20,9251.20,7777.35,7777.35
04-10-2021,17,16:45 - 17:00,17854.50,9059.50,8972.50,8972.50,10355.10,10355.10
04-10-2021,18,17:00 - 17:15,17261.20,9295.30,9255.80,9255.80,12520.57,12520.57
04-10-2021,18,17:15 - 17:30,16324.60,8679.40,8679.40,8679.40,12520.27,12520.27
04-10-2021,18,17:30 - 17:45,15780.20,8620.50,8620.50,8620.50,15638.47,15638.47
04-10-2021,18,17:45 - 18:00,15751.70,9683.30,9683.30,9683.30,16000.93,16000.93
04-10-2021,19,18:00 - 18:15,15149.00,9982.90,9982.90,9982.90,12000.46,12000.46
04-10-2021,19,18:15 - 18:30,17008.20,9907.70,9877.70,9877.70,16000.87,16000.87
04-10-2021,19,18:30 - 18:45,18710.90,9919.10,9919.10,9919.10,20000.00,20000.00
04-10-2021,19,18:45 - 19:00,19851.00,9775.30,9775.30,9775.30,20000.00,20000.00
04-10-2021,20,19:00 - 19:15,19817.30,9904.20,9904.20,9904.20,20000.00,20000.00
04-10-2021,20,19:15 - 19:30,20039.50,9960.90,9960.90,9960.90,20000.00,20000.00
04-10-2021,20,19:30 - 19:45,20006.90,10031.00,10031.00,10031.00,20000.00,20000.00
04-10-2021,20,19:45 - 20:00,19740.40,10085.00,10085.00,10085.00,20000.00,20000.00
04-10-2021,21,20:00 - 20:15,19619.70,10371.00,10371.00,10371.00,16000.13,16000.13
04-10-2021,21,20:15 - 20:30,19349.30,10455.20,10285.30,10285.30,14999.32,14999.32
04-10-2021,21,20:30 - 20:45,19385.90,10552.50,10416.70,10416.70,14999.46,14999.46
04-10-2021,21,20:45 - 21:00,19336.30,10727.10,10535.10,10535.10,14999.23,14999.23
04-10-2021,22,21:00 - 21:15,18938.20,11077.00,10826.99,10826.99,12000.17,12000.17
04-10-2021,22,21:15 - 21:30,19078.00,11103.20,10853.20,10853.20,12000.39,12000.39
04-10-2021,22,21:30 - 21:45,18976.30,11064.00,10813.99,10813.99,12000.46,12000.46
04-10-2021,22,21:45 - 22:00,19001.70,11127.20,10877.20,10877.20,12000.42,12000.42
04-10-2021,23,22:00 - 22:15,19009.40,10702.50,10452.50,10452.50,14520.02,14520.02
04-10-2021,23,22:15 - 22:30,18803.20,10766.90,10516.90,10516.90,12000.77,12000.77
04-10-2021,23,22:30 - 22:45,18692.80,10823.10,10553.10,10553.10,10021.12,10021.12
04-10-2021,23,22:45 - 23:00,18542.00,10888.50,10618.50,10618.50,10013.31,10013.31
04-10-2021,24,23:00 - 23:15,19063.60,10814.80,10544.80,10544.80,11161.20,11161.20
04-10-2021,24,23:15 - 23:30,18728.60,10733.70,10463.70,10463.70,10067.35,10067.35
04-10-2021,24,23:30 - 23:45,18614.90,10786.20,10506.20,10506.20,10047.23,10047.23
04-10-2021,24,23:45 - 24:00,18327.40,10806.20,10526.20,10526.20,10030.12,10030.12
05-10-2021,1,00:00 - 00:15,20005.20,9411.60,9381.60,9381.60,15027.42,15027.42
05-10-2021,1,00:15 - 00:30,20127.10,9246.10,9206.10,9206.10,14840.14,14840.14
05-10-2021,1,00:30 - 00:45,19753.80,9080.20,9040.20,9040.20,14821.03,14821.03
05-10-2021,1,00:45 - 01:00,19339.80,9094.40,9044.40,9044.40,12033.70,12033.70
05-10-2021,2,01:00 - 01:15,19290.10,9102.10,9082.10,9082.10,15520.04,15520.04
05-10-2021,2,01:15 - 01:30,18688.20,9112.40,9052.40,9052.40,14444.28,14444.28
05-10-2021,2,01:30 - 01:45,18761.10,9208.70,9108.70,9108.70,12000.97,12000.97
05-10-2021,2,01:45 - 02:00,18639.80,9257.40,9207.50,9207.50,14989.25,14989.25
05-10-2021,3,02:00 - 02:15,18993.10,9292.30,9182.30,9182.30,12000.92,12000.92
05-10-2021,3,02:15 - 02:30,18548.60,9320.70,9210.70,9210.70,12000.30,12000.30
05-10-2021,3,02:30 - 02:45,17863.70,9325.50,9215.49,9215.49,11000.48,11000.48
05-10-2021,3,02:45 - 03:00,17514.50,9392.80,9217.80,9217.80,8888.95,8888.95
05-10-2021,4,03:00 - 03:15,16937.70,9374.50,9263.50,9263.50,8888.56,8888.56
05-10-2021,4,03:15 - 03:30,16737.50,9405.70,9269.20,9269.20,7799.73,7799.73
05-10-2021,4,03:30 - 03:45,16491.70,9403.00,9292.00,9292.00,8000.03,8000.03
05-10-2021,4,03:45 - 04:00,16694.90,9422.00,9311.00,9311.00,8888.35,8888.35
05-10-2021,5,04:00 - 04:15,16651.30,9352.80,9247.80,9247.80,8888.78,8888.78
05-10-2021,5,04:15 - 04:30,16897.90,9393.30,9288.30,9288.30,9408.69,9408.69
05-10-2021,5,04:30 - 04:45,16999.10,9439.50,9359.50,9359.50,10009.01,10009.01
05-10-2021,5,04:45 - 05:00,17467.30,9533.80,9453.80,9453.80,10520.29,10520.29
05-10-2021,6,05:00 - 05:15,16757.80,9604.80,9589.80,9589.80,14520.03,14520.03
05-10-2021,6,05:15 - 05:30,17266.10,9603.80,9588.80,9588.80,14520.21,14520.21
05-10-2021,6,05:30 - 05:45,17934.10,9755.80,9740.80,9740.80,14520.32,14520.32
05-10-2021,6,05:45 - 06:00,18283.20,9893.60,9878.60,9878.60,14520.31,14520.31
05-10-2021,7,06:00 - 06:15,19939.80,10342.90,10322.90,10322.90,12520.08,12520.08
05-10-2021,7,06:15 - 06:30,20873.50,10087.30,10042.30,10042.30,12520.69,12520.69
05-10-2021,7,06:30 - 06:45,21467.40,10783.50,10738.50,10738.50,12520.19,12520.19
05-10-2021,7,06:45 - 07:00,21479.40,11447.20,11402.20,11402.20,11705.36,11705.36
05-10-2021,8,07:00 - 07:15,21427.60,11979.50,11829.90,11829.90,8008.88,8008.88
05-10-2021,8,07:15 - 07:30,21098.10,12054.00,11904.40,11904.40,8006.24,8006.24
05-10-2021,8,07:30 - 07:45,20056.00,12345.90,11973.20,11973.20,6695.97,6695.97
05-10-2021,8,07:45 - 08:00,19525.10,11701.50,11551.90,11551.90,8000.27,8000.27
05-10-2021,9,08:00 - 08:15,18805.70,11003.10,10939.50,10939.50,8006.71,8006.71
05-10-2021,9,08:15 - 08:30,18067.00,10904.10,10601.60,10601.60,6695.75,6695.75
05-10-2021,9,08:30 - 08:45,17404.20,10397.60,10382.00,10382.00,9999.38,9999.38
05-10-2021,9,08:45 - 09:00,16756.30,10018.90,10018.90,10018.90,10520.20,10520.20
05-10-2021,10,09:00 - 09:15,16657.80,9454.80,9454.80,9454.80,10520.69,10520.69
05-10-2021,10,09:15 - 09:30,16466.00,8862.00,8862.00,8862.00,10600.55,10600.55
05-10-2021,10,09:30 - 09:45,16372.80,8719.40,8719.40,8719.40,10520.94,10520.94
05-10-2021,10,09:45 - 10:00,16199.80,8556.60,8556.60,8556.60,10520.95,10520.95
05-10-2021,11,10:00 - 10:15,15631.10,8804.60,8804.60,8804.60,10520.68,10520.68
05-10-2021,11,10:15 - 10:30,15642.00,8755.80,8720.80,8720.80,9489.79,9489.79
05-10-2021,11,10:30 - 10:45,15549.10,8819.10,8819.10,8819.10,10155.81,10155.81
05-10-2021,11,10:45 - 11:00,15824.10,8903.00,8903.00,8903.00,10057.20,10057.20
05-10-2021,12,11:00 - 11:15,16102.00,9142.10,9102.10,9102.10,8520.71,8520.71
05-10-2021,12,11:15 - 11:30,16166.20,9213.60,9173.60,9173.60,8520.73,8520.73
05-10-2021,12,11:30 - 11:45,16322.70,9191.20,9151.20,9151.20,8520.81,8520.81
05-10-2021,12,11:45 - 12:00,16308.20,9265.60,9175.60,9175.60,8520.84,8520.84
05-10-2021,13,12:00 - 12:15,14758.20,9424.70,9069.12,9069.12,6695.86,6695.86
05-10-2021,13,12:15 - 12:30,14515.10,9685.10,9109.97,9109.97,6695.71,6695.71
05-10-2021,13,12:30 - 12:45,14290.60,9487.30,8876.33,8876.33,6695.63,6695.63
05-10-2021,13,12:45 - 13:00,14422.90,9579.20,9037.73,9037.73,6695.79,6695.79
05-10-2021,14,13:00 - 13:15,13904.80,9543.10,8614.90,8614.90,6520.72,6520.72
05-10-2021,14,13:15 - 13:30,13784.60,9426.10,8497.90,8497.90,6520.71,6520.71
05-10-2021,14,13:30 - 13:45,14317.80,9473.20,8814.93,8814.93,6695.56,6695.56
05-10-2021,14,13:45 - 14:00,14476.80,9312.00,8826.93,8826.93,6695.81,6695.81
05-10-2021,15,14:00 - 14:15,14793.30,9107.60,8899.90,8899.90,9100.80,9100.80
05-10-2021,15,14:15 - 14:30,15259.70,8985.40,8927.70,8927.70,9614.77,9614.77
05-10-2021,15,14:30 - 14:45,15845.60,9075.00,9017.30,9017.30,9629.18,9629.18
05-10-2021,15,14:45 - 15:00,16042.20,8979.20,8951.50,8951.50,10225.55,10225.55
05-10-2021,16,15:00 - 15:15,17432.30,8743.60,8743.60,8743.60,11244.59,11244.59
05-10-2021,16,15:15 - 15:30,17731.60,8686.90,8686.90,8686.90,11148.59,11148.59
05-10-2021,16,15:30 - 15:45,18446.90,8598.70,8598.70,8598.70,10956.99,10956.99
05-10-2021,16,15:45 - 16:00,18454.50,8660.90,8660.90,8660.90,11247.55,11247.55
